name
博茨瓦纳
沙特阿拉伯
匈牙利和美国
中国大陆中国台湾
美国加利福尼亚州洛杉矶
北美
美国地区
西德[1]
山东东平
米高梅
美国ABC频道
越南
太原
中国-北京
France
中国话
Bahamas
英国伦敦东区
美版
西亚
山西太原
中国山东济南
襄阳
斯里兰卡
Lithuania
秘鲁
云南大理
英国美国
Italy
汤臣电影事业有限公司
湖北恩施
Blue
吉林
1987年
英国荷兰马来西亚
欧美地区
英国和比利时
美国；法国
法國
中国香港[1]
Korea
奧地利
中國大陆
港
格陵兰
中国台湾[2]
S
日语[1]
捷克斯洛伐克Czechoslovakia
湖北蕲州
深圳市视线文化传媒有限公司
汉堡
台湾地区
江西
Switzerland
广西南宁
前南斯拉夫
北京盛世华锐电影投资管理有限公司
北京上海
葡萄牙[1]
欧美瑞士
小坝镇
日韩地区
英
Group
西班牙阿根廷
意大利
英国|美国|以色列
山西省原平市
深圳
利比亚
衢州
剧情
山东·枣庄·薛城区
法国西德
爱尔兰
香港[3]
德语
长春电影制片厂
黎巴嫩
牙买加
美国[2]
云南
Cambodia
东宝
卢森堡
中國
古巴
美洲
剧情片
希腊
荷兰阿姆斯特丹
有限公司
国
日本美国
张中国
|
大陆地区
阿根廷
中國大陸
ATV
美国\加拿大
四川绵阳
Mars
前苏联古巴
塞尔维亚
内蒙古
呼伦贝尔市
Tunisia
中国香港中国大陆
美国|英国
德国等
中国天津
中国潜江
徐州
厄瓜多尔
玻利维亚
泰国香港
海南
阿鲁巴岛
加拿大和美国
韩国和日本
捷克斯洛伐克
中国江苏
浙江横店
南非举例：中国香港
中国香港
法国
马来西亚
新西兰
孟买
法国美国
加拿大印度
澳
:英国
南太平洋岛国
意大利法国
匈牙利语
蒙古国
亚美尼亚
重庆
美國
中国大陆
西安
美国和法国
印度尼西亚
卢旺达
中國上海
BBC
华语电影
摩纳哥
福建福州
美国|捷克
美国|挪威
Inc
美国|英国|希腊
Palm-Star
天津[1]
美国·中国
Netherlands
中国香港[2]
以色列语
悬疑
意大利|美国
英国BBC
菲律宾[1]
中国辽宁
中国台湾[3]
湾
辽宁沈阳
日报
South
澳洲
大陆国产
苏联[1]
日本京都
美国法国
巴拉圭
中国贵州遵义
usa
英国|意大利
中国大陆地区
意大利西班牙荷兰阿根廷
美国洛杉矶
Entertainment
苏州
中国浙江省东阳市横店镇
台湾华视
广东珠海
IPhone
澳洲[1]
英国；美国
中国澳门
内地
中国湖北
泰国[1]
法国|
上海
港台影片
厦门
朝鲜韩国
阿尔及利亚
南斯拉夫
[美国]
欧美片
斯洛法尼亚
阿拉伯联合酋长国
中国香港亚洲电视
巴西
匈牙利
[前]南斯拉夫
坦桑尼亚
加拿大|美国
加拿大
Maxim
新山
ARC
大陆合拍
贵州黔南
萄葡牙
美利坚合众国
卡塔尔
中国厦门
东京
德州
美国和加拿大
安阳
香港Hong
丹麦；瑞典；法国；德国
山东单县
法国；意大利
美国加拿大
澳大利亚[1]
中国成都
江苏沛县
万能影业有限公司
拍摄地
USA
和法国
西班牙巴塞罗那
英国等
中
法国已
西班牙|意大利
中国大陆[1]
Kitty
中国郑州
邵氏兄弟
菲律宾
丹麦[1]
德国|英国
加拿大[1]
中国陕西
美国捷克
卢卡斯电影有限公司
哈萨克斯坦
井冈山
陕西·西安
欧美
Canada
中国上海
II
四川遂宁
美国[1]
南斯拉夫联盟共和国
url香港
美国欧美
马其顿共和国
中国河南焦作
印度[1]
波兰
捷克
法国[1]
美国|意大利
安县
加拿大美国
法国[4]
英国；澳大利亚
中国香港|中国台湾
巴拿马
美
东欧
富士电视台
法国合拍
日本大板
毛利塔尼亚
Cannon
|英国
法国瑞士
英国|西班牙|德国|意大利
华谊兄弟
美国|德国
中国大陆|韩国
巴哈马
克罗地亚
英国捷克墨西哥
1989年
伊拉克
英语
意大利罗马
美国澳大利亚
美国哦
挪威波兰英国内地
内地香港
泰国曼谷
阿根廷[1]
中国西安
塔希提
格鲁吉亚
河北
德国布拉格
瑞典[1]
德国西班牙阿根廷乌拉圭
中国深圳
法
白俄罗斯
泉州
香港╱美国
墨西哥美国
挪威
香港日本
西德
深圳市视线传媒有限公司
Spain
欧美影视
中国巫山
列支敦士登
中国安徽
法国|瑞士
河南封丘
广州
突尼斯
牙买加美国
欧州
罗马尼亚等
韓國
Yugoslavia
江苏省苏州市
蒙古
中国]
中国香港新加坡
中国大陆[5]
美国卢森堡英国
Bulgaria
委内瑞拉
[俄罗斯]
英国和西班牙
山东临沂
英国伦敦
智利德国
以色列
Media
塞浦路斯
新疆
黑龙江省哈尔滨市
保加利亚
中国大陆\韩国
美国加利福尼亚州
法国巴黎
乍得
中国大陆；中国香港
二十世纪福斯电影公司
罗马
MGM
加拿大和德国
智利
法国意大利
中国内地
西班牙[1]
香港
英属香港
法国|匈牙利|英国
南印度
美国|澳大利亚
俄罗斯[1]
印度
瑞典电影
英国|法国
墨西哥
巴基斯坦
利比里亚
丹麦
[日本]
哥伦比亚
西德美国
浙江
韩国地区
中国广东
印尼
中国
葡萄牙
香港:邵氏兄弟
法国[3]
苏联
荷
缅甸
XK520
福州
荷兰[1]
南非美国
柬埔寨
浙江省东阳市横店镇
中国山东
澳大利亚
Indonesia
Kong
爱沙尼亚
中国广州
老挝
联邦德国
地区:
中国北京
刘氏兄弟影业公司
罗马尼亚
中国广东广州
彼得·威尔
Japan
合拍
|美国
大陆
德国
西德|法国
Cine
英国加拿大保加利亚
巴林
英国爱尔兰
北京怀柔
纽约曼哈顿海滩
制片地区和地区：香港
荷兰
山西
越南语
瑞士[1]
英国
加拿大澳大利亚
山东
Gabon
美国╱香港
加拿大[2]
中国内陆
日本[1]
China
Czechoslovakia
福建莆田
约旦
峇里岛
瑞典合拍
恩施市盛家坝小溪村
|德国
比利时法国
阿联酋
中国大陸
